"<54>Aug 28 16:24:47 HL-ANTIVIRUS SymantecServer: KALT-TomaszD","SHA-256: ","MD-5: ","Local: 10.181.10.10","Local: 3","Local: 54EE757094F0","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:31:42","End: 2019-08-28 15:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.dacy","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:24:47 HL-ANTIVIRUS SymantecServer: KALT-TomaszD","SHA-256: ","MD-5: ","Local: 10.6.13.201","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 15:31:42","End: 2019-08-28 15:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.dacy","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:04:02 HL-ANTIVIRUS SymantecServer: APS00001755-MB","SHA-256: ","MD-5: ","Local: 192.168.43.246","Local: 3","Local: 184F3299B8AB","Remote: 192.168.43.1","Remote: ","Remote: 3","Remote: 6EC7EC939013","ICMP","Outbound","Begin: 2019-08-28 15:31:42","End: 2019-08-28 15:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: Sapiens","Domain: APS00001755-MB","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:51:51 HL-ANTIVIRUS SymantecServer: ADPTKLT212","SHA-256: ","MD-5: ","Local: 192.168.0.8","Local: 3","Local: D43B047D4731","Remote: 208.59.247.46","Remote: ","Remote: 3","Remote: 5C8FE01D8667","ICMP","Outbound","Begin: 2019-08-28 15:31:40","End: 2019-08-28 15:31:40","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jdimauro","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 18:05:01 HL-ANTIVIRUS SymantecServer: ADPTKLT186","SHA-256: ","MD-5: ","Local: 192.168.0.2","Local: 3","Local: D43B04F48490","Remote: 123.176.37.35","Remote: ","Remote: 3","Remote: 48EE0C1CB1E4","ICMP","Outbound","Begin: 2019-08-28 15:31:39","End: 2019-08-28 15:31:39","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: pkondapally","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:24:47 HL-ANTIVIRUS SymantecServer: KALT-TomaszD","SHA-256: ","MD-5: ","Local: 10.6.13.201","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 15:31:27","End: 2019-08-28 15:31:27","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.dacy","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:44:19 HL-ANTIVIRUS SymantecServer: KALT-BeataR","SHA-256: ","MD-5: ","Local: 10.6.12.5","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 15:31:26","End: 2019-08-28 15:31:30","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: beata.rusek","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:44:19 HL-ANTIVIRUS SymantecServer: KALT-BeataR","SHA-256: ","MD-5: ","Local: 10.181.10.60","Local: 3","Local: 54EE75512B57","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:31:26","End: 2019-08-28 15:31:37","Occurrences: 3","Application: ","Rule: Block all other IP traffic and log","Location: External","User: beata.rusek","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:24:47 HL-ANTIVIRUS SymantecServer: KALT-TomaszD","SHA-256: ","MD-5: ","Local: 10.181.10.10","Local: 3","Local: 54EE757094F0","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:31:20","End: 2019-08-28 15:31:27","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.dacy","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:32:40 HL-ANTIVIRUS SymantecServer: ADPTKLT015","SHA-256: ","MD-5: ","Local: 172.17.31.153","Local: 3","Local: 0050B67D0DAE","Remote: 172.17.1.3","Remote: bdc.adaptik.net","Remote: 3","Remote: 002219216F7E","ICMP","Outbound","Begin: 2019-08-28 15:31:15","End: 2019-08-28 15:31:18","Occurrences: 3","Application: ","Rule: Block all other IP traffic and log","Location: External","User: criffel","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:07:59 HL-ANTIVIRUS SymantecServer: ADPTKLT156","SHA-256: ","MD-5: ","Local: 192.168.0.19","Local: 3","Local: 983B8F7B3B7B","Remote: 209.18.47.63","Remote: ","Remote: 3","Remote: E0885D13FF3E","ICMP","Outbound","Begin: 2019-08-28 15:31:14","End: 2019-08-28 15:31:14","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jkearse","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:51:51 HL-ANTIVIRUS SymantecServer: ADPTKLT212","SHA-256: ","MD-5: ","Local: 192.168.0.8","Local: 3","Local: D43B047D4731","Remote: 208.59.247.46","Remote: ","Remote: 3","Remote: 5C8FE01D8667","ICMP","Outbound","Begin: 2019-08-28 15:31:14","End: 2019-08-28 15:31:23","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jdimauro","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:42:13 HL-ANTIVIRUS SymantecServer: HLLT-LOANER05","SHA-256: ","MD-5: ","Local: 192.168.1.26","Local: 3","Local: E82AEA26EFEE","Remote: 213.57.2.5","Remote: ","Remote: 3","Remote: 086A0A20A96A","ICMP","Outbound","Begin: 2019-08-28 15:31:14","End: 2019-08-28 15:31:14","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sazriel","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:42:13 HL-ANTIVIRUS SymantecServer: HLLT-LOANER05","SHA-256: ","MD-5: ","Local: 192.168.1.26","Local: 3","Local: E82AEA26EFEE","Remote: 213.57.22.5","Remote: ","Remote: 3","Remote: 086A0A20A96A","ICMP","Outbound","Begin: 2019-08-28 15:31:12","End: 2019-08-28 15:31:20","Occurrences: 3","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sazriel","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:24:47 HL-ANTIVIRUS SymantecServer: KALT-TomaszD","SHA-256: ","MD-5: ","Local: 10.181.10.10","Local: 3","Local: 54EE757094F0","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:31:08","End: 2019-08-28 15:31:08","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.dacy","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:24:47 HL-ANTIVIRUS SymantecServer: KALT-TomaszD","SHA-256: ","MD-5: ","Local: 10.6.13.201","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 15:31:05","End: 2019-08-28 15:31:05","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.dacy","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:42:13 HL-ANTIVIRUS SymantecServer: HLLT-LOANER05","SHA-256: ","MD-5: ","Local: 192.168.1.26","Local: 3","Local: E82AEA26EFEE","Remote: 213.57.2.5","Remote: ","Remote: 3","Remote: 086A0A20A96A","ICMP","Outbound","Begin: 2019-08-28 15:30:55","End: 2019-08-28 15:30:56","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sazriel","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:44:19 HL-ANTIVIRUS SymantecServer: KALT-BeataR","SHA-256: ","MD-5: ","Local: 10.181.10.60","Local: 3","Local: 54EE75512B57","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:30:55","End: 2019-08-28 15:30:55","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: beata.rusek","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:42:13 HL-ANTIVIRUS SymantecServer: HLLT-LOANER05","SHA-256: ","MD-5: ","Local: 192.168.1.26","Local: 3","Local: E82AEA26EFEE","Remote: 213.57.22.5","Remote: ","Remote: 3","Remote: 086A0A20A96A","ICMP","Outbound","Begin: 2019-08-28 15:30:45","End: 2019-08-28 15:30:48","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sazriel","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:44:19 HL-ANTIVIRUS SymantecServer: KALT-BeataR","SHA-256: ","MD-5: ","Local: 10.181.10.60","Local: 3","Local: 54EE75512B57","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:30:44","End: 2019-08-28 15:30:44","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: beata.rusek","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:00:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0B3EAV","SHA-256: ","MD-5: ","Local: 10.245.30.230","Local: 3","Local: A434D9B8AC9F","Remote: 10.245.100.86","Remote: SAPIENS.INT","Remote: 3","Remote: 00090F090004","ICMP","Outbound","Begin: 2019-08-28 15:30:38","End: 2019-08-28 15:30:38","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: Zivb","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<52>Aug 28 15:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PF0IZNWB","SHA-256: 5379732000000000000000000000000000000000000000000000000000000000","MD-5: 53797320000000000000000000000000","Local: 10.245.160.97","Local: 137","Local: 0F0008000000","Remote: 194.194.248.161","Remote: SAPIENS.INT","Remote: 57432","Remote: 98D320000800","UDP","Inbound","Begin: 2019-08-28 15:30:36","End: 2019-08-28 15:30:37","Occurrences: 2","Application: C:/WINDOWS/system32/NTOSKRNL.EXE","Rule: Block Local File Sharing","Location: External","User: dudi.gura","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:07:59 HL-ANTIVIRUS SymantecServer: ADPTKLT156","SHA-256: ","MD-5: ","Local: 192.168.0.19","Local: 3","Local: 983B8F7B3B7B","Remote: 209.18.47.63","Remote: ","Remote: 3","Remote: E0885D13FF3E","ICMP","Outbound","Begin: 2019-08-28 15:30:34","End: 2019-08-28 15:30:34","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jkearse","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:51:51 HL-ANTIVIRUS SymantecServer: ADPTKLT212","SHA-256: ","MD-5: ","Local: 192.168.0.8","Local: 3","Local: D43B047D4731","Remote: 208.59.247.46","Remote: ","Remote: 3","Remote: 5C8FE01D8667","ICMP","Outbound","Begin: 2019-08-28 15:30:25","End: 2019-08-28 15:30:28","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jdimauro","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:24:47 HL-ANTIVIRUS SymantecServer: KALT-TomaszD","SHA-256: ","MD-5: ","Local: 10.6.13.201","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 15:30:22","End: 2019-08-28 15:30:22","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.dacy","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:40:19 HL-ANTIVIRUS SymantecServer: KADT-LukaszM","SHA-256: ","MD-5: ","Local: 10.181.10.2","Local: 3","Local: 0026182638FC","Remote: 10.181.100.12","Remote: KTWDC02.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:30:15","End: 2019-08-28 15:30:15","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: lukasz.marcola","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:51:51 HL-ANTIVIRUS SymantecServer: ADPTKLT212","SHA-256: ","MD-5: ","Local: 192.168.0.8","Local: 3","Local: D43B047D4731","Remote: 208.59.247.46","Remote: ","Remote: 3","Remote: 5C8FE01D8667","ICMP","Outbound","Begin: 2019-08-28 15:30:14","End: 2019-08-28 15:30:14","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jdimauro","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:44:19 HL-ANTIVIRUS SymantecServer: KALT-BeataR","SHA-256: ","MD-5: ","Local: 10.6.12.5","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 15:30:14","End: 2019-08-28 15:30:14","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: beata.rusek","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:44:19 HL-ANTIVIRUS SymantecServer: KALT-BeataR","SHA-256: ","MD-5: ","Local: 10.181.10.60","Local: 3","Local: 54EE75512B57","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:30:13","End: 2019-08-28 15:30:13","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: beata.rusek","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:07:59 HL-ANTIVIRUS SymantecServer: ADPTKLT156","SHA-256: ","MD-5: ","Local: 192.168.0.19","Local: 3","Local: 983B8F7B3B7B","Remote: 209.18.47.63","Remote: ","Remote: 3","Remote: E0885D13FF3E","ICMP","Outbound","Begin: 2019-08-28 15:30:11","End: 2019-08-28 15:30:12","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jkearse","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:42:13 HL-ANTIVIRUS SymantecServer: HLLT-LOANER05","SHA-256: ","MD-5: ","Local: 192.168.1.26","Local: 3","Local: E82AEA26EFEE","Remote: 213.57.22.5","Remote: ","Remote: 3","Remote: 086A0A20A96A","ICMP","Outbound","Begin: 2019-08-28 15:30:11","End: 2019-08-28 15:30:11","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sazriel","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:00:59 HL-ANTIVIRUS SymantecServer: ADPTKLT187","SHA-256: ","MD-5: ","Local: 192.168.29.118","Local: 3","Local: D43B04D5B682","Remote: 192.168.29.1","Remote: ","Remote: 3","Remote: 382C4A9B3828","ICMP","Outbound","Begin: 2019-08-28 15:30:02","End: 2019-08-28 15:30:02","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: ckedia","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:01:59 HL-ANTIVIRUS SymantecServer: adptklt204","SHA-256: ","MD-5: ","Local: 192.168.0.59","Local: 3","Local: 000EC68E1A10","Remote: 205.171.2.65","Remote: ","Remote: 3","Remote: 588BF361E2BF","ICMP","Outbound","Begin: 2019-08-28 15:30:00","End: 2019-08-28 15:30:00","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jwilson","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:07:59 HL-ANTIVIRUS SymantecServer: ADPTKLT156","SHA-256: ","MD-5: ","Local: 192.168.0.19","Local: 3","Local: 983B8F7B3B7B","Remote: 209.18.47.62","Remote: ","Remote: 3","Remote: E0885D13FF3E","ICMP","Outbound","Begin: 2019-08-28 15:30:00","End: 2019-08-28 15:30:00","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jkearse","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:28:39 HL-ANTIVIRUS SymantecServer: KALT-TomaszL","SHA-256: ","MD-5: ","Local: 10.6.13.223","Local: 3","Local: 00059A3C7A00","Remote: 10.5.32.102","Remote: ","Remote: 3","Remote: 001122334455","ICMP","Outbound","Begin: 2019-08-28 15:30:00","End: 2019-08-28 15:30:00","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.lewicki","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:42:13 HL-ANTIVIRUS SymantecServer: HLLT-LOANER05","SHA-256: ","MD-5: ","Local: 192.168.1.26","Local: 3","Local: E82AEA26EFEE","Remote: 213.57.22.5","Remote: ","Remote: 3","Remote: 086A0A20A96A","ICMP","Outbound","Begin: 2019-08-28 15:29:59","End: 2019-08-28 15:29:59","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sazriel","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:28:39 HL-ANTIVIRUS SymantecServer: KALT-TomaszL","SHA-256: ","MD-5: ","Local: 0.0.0.0","Local: 547","Local: 333300010002","Remote: 0.0.0.0","Remote: ","Remote: 546","Remote: E4B3187F882A","UDP","Inbound","Begin: 2019-08-28 15:29:59","End: 2019-08-28 15:29:59","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.lewicki","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:24:47 HL-ANTIVIRUS SymantecServer: KALT-TomaszD","SHA-256: ","MD-5: ","Local: 10.181.10.10","Local: 3","Local: 54EE757094F0","Remote: 10.181.100.11","Remote: KTWDC01.sapiens.int","Remote: 3","Remote: 00A5BF471BC6","ICMP","Outbound","Begin: 2019-08-28 15:29:56","End: 2019-08-28 15:29:56","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: tomasz.dacy","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 15:42:13 HL-ANTIVIRUS SymantecServer: HLLT-LOANER05","SHA-256: ","MD-5: ","Local: 192.168.1.26","Local: 3","Local: E82AEA26EFEE","Remote: 213.57.2.5","Remote: ","Remote: 3","Remote: 086A0A20A96A","ICMP","Outbound","Begin: 2019-08-28 15:29:50","End: 2019-08-28 15:29:53","Occurrences: 2","Application: ","Rule: Block all other IP traffic and log","Location: External","User: sazriel","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:07:59 HL-ANTIVIRUS SymantecServer: ADPTKLT156","SHA-256: ","MD-5: ","Local: 192.168.0.19","Local: 3","Local: 983B8F7B3B7B","Remote: 35.186.226.184","Remote: tr.snapchat.com","Remote: 3","Remote: E0885D13FF3E","ICMP","Outbound","Begin: 2019-08-28 15:29:48","End: 2019-08-28 15:29:48","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jkearse","Domain: ADAPTIK","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 17:20:00 HL-ANTIVIRUS SymantecServer: UXBLT033","SHA-256: ","MD-5: ","Local: 192.168.0.27","Local: 3","Local: E4A4716F4CB7","Remote: 192.168.0.35","Remote: ","Remote: 3","Remote: 00178871E36A","ICMP","Outbound","Begin: 2019-08-28 15:29:47","End: 2019-08-28 15:29:47","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jan_jansen","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 17:20:00 HL-ANTIVIRUS SymantecServer: UXBLT033","SHA-256: ","MD-5: ","Local: 192.168.0.27","Local: 3","Local: E4A4716F4CB7","Remote: 192.168.0.65","Remote: ","Remote: 3","Remote: 0017887CABCD","ICMP","Outbound","Begin: 2019-08-28 15:29:46","End: 2019-08-28 15:29:46","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: jan_jansen","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
